date;employee_title;employee_status;review_title;pros;cons
2020-07-20;PSD Manager;Former Employee, more than 8 years;Excellent Career Path;"Great fixed step progression plan
";"Career progression requires moving a lot.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-03;Software Engineer;Former Employee, more than 1 year;SLB personal view;"nice working environment and good stocks participation plan
";"let go employees whenever the economy goes bad
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-01;IT Process Manager;Former Employee, more than 10 years;Long gone are the fancy oil days;"You cannot make a big mistake
";"Lots of mistakes made in leadership
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-02;Business Process Analyst;Current Employee, more than 10 years;Not the same company;"Good benefits, mostly great employees
";"Looking to pay lowest possible salary
"
2020-08-02;IT Project Manager;Former Employee, more than 8 years;Moving IT to India;"Opportunities to travel, advance, and change roles frequently, every 2-5 years
";"Staying in the same role or team long-term is perceived as a negative, US IT roles continue to move overseas
"
2020-07-17;Field Engineer;Former Employee;Good company with many possibilities;"After being there for a couple years there are many opportunities of where to go and what to do within the company.
";"Is in a wildly inconsistent industry and I was let go due to a downturn in the oil industry.
"
2020-07-15;Technical Sales Engineer;Former Employee, more than 5 years;Great Place to work;"Able to move up within the company and great benefits
";"The work never stops because the business goes 24 hours a day
"
2020-07-29;Maintenance Engineer;Former Employee;Location Matters;"Great benefits and training. You meet a lot of people from all over the globe during your training schools and there isn't much pressure when you first start out.
";"If you get a remote location you will suffer. Not the most friendly areas and the isolation is tough. As a woman you will deal with a lot of flirting and individuals minimizing your abilities but if you lash out you are over emotional but this is the oil patch. When things get bad there will be no transparency or honesty from management. Heavy lack of trust in management and senior management. Antiquated hardware and software.
"
2020-07-29;Field Engineer;Former Employee;Great if the economy is okay;"Paid for all my vaccines
";"fired a lot of employees due to covid
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-14;Senior Drilling Engineer;Former Employee, more than 8 years;Company culture is very diversified and promotes self-motivated individual to management position;"The company offers world leading training level in the oil and gas industry. I got to work with many great people who I learned a lot from and helped shape up my professional career.
";"During downturn, the frequent change in structure from head quarter created unsecure feeling and confusion for employees and even local management team. Part of it was to response to the fast changing business condition within the oil and gas demand.
"
2020-07-13;Cyber Security Manager;Current Employee;Robust Diversity Company;"Diversity, good training for fresh out, worldwide job opportunity
";"Instability in the Oild and Gas industry
"
2020-07-27;Financial Analyst;Current Employee, more than 5 years;Great experience to grow from hardship!;"The Finance Hub is a smaller version of the world where multiple cultures merge opening improvement opportunities solely by allowing yourself to share and accept others' vision and experiences. There is a huge library of knowledge for you to learn while working. The dynamic environment under high volume and tight deadlines increases your adaptability skills set as well as time management and presentation skills. Be mindful that this will change depending on the location, department and team you work on.
";"The constant and multiple changes to be implemented at the same time give a sense of unpreparedness / unpremeditated / improvisation, specially when no proper training is provided or when after several working hours of implementation the project is left aside to work on another one. High employee rotation. The lack of a meaningful Performance Management Evaluation considered by HR as well makes Networking KEY. Minimal HR impact. Since the Co is Engineering based and focused, finance has been minimized to an internal ""outsourcing formatting"" structure. Be mindful that this will change depending on the location, department and team you work on.
"
2020-08-16;Various Positions;Former Employee;One poor decision after another. Slowly running company in the ground.;"Exposure to technology, some science types, and customers.
";"Complete chaos. Like a bunch of “clickish” high schoolers running the place.
"
2020-07-10;HSE Administrator;Former Employee, more than 8 years;Big blue;"Great benefits, move-up opportunities & several locations
";"Large corporation, lots of micromanaging...
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-09;MWD Field Engineer;Former Employee, more than 5 years;Buckle Up;"See the world, work with amazing people from different cultures, learn more than you could ever imagine.
";"Lack of a personal life, often gone for weeks at a time. High pressure environment that is often isolating. Periods of time off do offer a chance to rest and recharge, though you may go in to the office to take care of other business while in town.
"
2020-07-21;Maintenance Coordinator;Former Employee, more than 10 years;Schlumberger;"Pay, co-workers, travel, and benefits.
";"No help from managers with promotions. Constant worry from oil boom and bust.
"
2020-07-06;Reservoir Domain Champion;Former Employee, more than 10 years;Domain expert;"Technology oriented company, Lots of opportunity for training and development, Mobility.
";"Not much I have experienced.
"
2020-08-10;Sales;Former Employee, more than 3 years;Don't Join the Circus;"The expense account was the only pro
";"Everything with this company is a con
"
2020-07-06;Anonymous;Current Employee, more than 10 years;Great company to work for;"Great for people who love challenges and empowerment
";"Pay is average; frequent organizational changes; bad for people not able to deal with changes.
"
2020-07-16;Mechanical Engineering Technician;Former Employee, more than 3 years;unstable industry;"when oil is up things are great
";"when oil falls it usually falls fast, and so the ax swings swiftly it is rare to survive for a long career
"
2020-07-19;Integrated Field Engineer;Former Employee, more than 3 years;Good company to start your career at. Job can be demanding and you can work many days in a row.;"Good benefits and career path.
";"Will have lay offs to adjust for market fluctuations no matter if you are a high performer.
"
2020-07-17;Field Engineer;Current Employee, more than 3 years;A Decent Place to Start;"Money is the big draw for oil and gas, which is good for the entry engineer. Structured schedules give quite a bit of days off in a row, so long vacations can be planned regularly.
";"Pay has been cut due to the downturn. Constant furloughs or layoffs have been going on for the last year. Long hours for extended number of days away from home. Talking 16-18 hour days, for two, three, four weeks or more at a time.
"
2020-07-02;Senior Linux Systems Administrator;Former Employee, more than 10 years;Great place to work;"Good salary and benefits and stock purchase options.
";"When oil goes down they like to have lay off's
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-02;General Field Engineer;Former Employee, more than 8 years;Great company to work for but extremely volatile.;"Great people to work with in a field.
";"Very volatile company, business activity is highly correlated with price of oil.
"
2020-07-16;Administrative;Former Employee, more than 10 years;Male dominated industry although they say differently.;"The pay is decent and the benefits are good.
";"Career progression plans limited to engineers only. Outsourced HR. Underachievers advance over top performers based only on the ""squeaky wheel gets the oil"" concept.
"
